#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#group,false,false,true,true,true,true,false,false,true,true,true
#default,_result,,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,name,pid,tid
,,0,files_input_num,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),2024-01-26T11:20:23.885093801Z,2024-02-25T11:20:23.885093801Z,2024-02-25T00:02:15.251150936Z,9,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),1016259,8
,,1,files_input_total_size,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),2024-01-26T11:20:23.885093801Z,2024-02-25T11:20:23.885093801Z,2024-02-25T00:02:15.251150936Z,3259666146,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),1016259,8
,,2,files_output_num,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),2024-01-26T11:20:23.885093801Z,2024-02-25T11:20:23.885093801Z,2024-02-25T00:04:59.163626588Z,9,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),1016259,8
,,3,files_output_total_size,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),2024-01-26T11:20:23.885093801Z,2024-02-25T11:20:23.885093801Z,2024-02-25T00:04:59.163626588Z,3261570301,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),1016259,8
,,4,max_cpus,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),2024-01-26T11:20:23.885093801Z,2024-02-25T11:20:23.885093801Z,2024-02-25T00:02:18.249895018Z,6,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),1016259,8
,,5,max_mem,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),2024-01-26T11:20:23.885093801Z,2024-02-25T11:20:23.885093801Z,2024-02-25T00:02:18.249895018Z,38654705664,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1) (8),1016259,8
