#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#group,false,false,true,true,true,true,false,false,true,true,true
#default,_result,,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,name,pid,tid
,,0,files_input_num,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),2024-01-26T11:20:26.018385005Z,2024-02-25T11:20:26.018385005Z,2024-02-25T01:36:24.840201327Z,8,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),1322030,37
,,1,files_input_total_size,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),2024-01-26T11:20:26.018385005Z,2024-02-25T11:20:26.018385005Z,2024-02-25T01:36:24.840201327Z,552039097,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),1322030,37
,,2,files_output_num,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),2024-01-26T11:20:26.018385005Z,2024-02-25T11:20:26.018385005Z,2024-02-25T01:36:26.889480943Z,4,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),1322030,37
,,3,files_output_total_size,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),2024-01-26T11:20:26.018385005Z,2024-02-25T11:20:26.018385005Z,2024-02-25T01:36:26.889480943Z,552027132,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),1322030,37
,,4,max_cpus,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),2024-01-26T11:20:26.018385005Z,2024-02-25T11:20:26.018385005Z,2024-02-25T01:36:26.838582719Z,6,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),1322030,37
,,5,max_mem,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),2024-01-26T11:20:26.018385005Z,2024-02-25T11:20:26.018385005Z,2024-02-25T01:36:26.838582719Z,38654705664,NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1) (37),1322030,37
