#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#group,false,false,true,true,true,true,false,false,true,true,true
#default,_result,,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,name,pid,tid
,,0,files_input_num,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),2024-01-24T01:04:49.451090552Z,2024-02-23T01:04:49.451090552Z,2024-02-22T03:29:15.915507698Z,14,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),967111,37
,,1,files_input_total_size,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),2024-01-24T01:04:49.451090552Z,2024-02-23T01:04:49.451090552Z,2024-02-22T03:29:15.915507698Z,9433243730,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),967111,37
,,2,files_output_num,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),2024-01-24T01:04:49.451090552Z,2024-02-23T01:04:49.451090552Z,2024-02-22T03:33:45.061894396Z,4,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),967111,37
,,3,files_output_total_size,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),2024-01-24T01:04:49.451090552Z,2024-02-23T01:04:49.451090552Z,2024-02-22T03:33:45.061894396Z,1119082027,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),967111,37
,,4,max_cpus,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),2024-01-24T01:04:49.451090552Z,2024-02-23T01:04:49.451090552Z,2024-02-22T03:29:17.913997997Z,12,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),967111,37
,,5,max_mem,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),2024-01-24T01:04:49.451090552Z,2024-02-23T01:04:49.451090552Z,2024-02-22T03:29:17.913997997Z,77309411328,NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1) (37),967111,37
