#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#group,false,false,true,true,true,true,false,false,true,true,true
#default,_result,,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,name,pid,tid
,,0,files_input_num,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),2024-02-14T11:31:27.247800375Z,2024-03-15T11:31:27.247800375Z,2024-03-15T02:28:13.939435437Z,17,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),122511,3948
,,1,files_input_total_size,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),2024-02-14T11:31:27.247800375Z,2024-03-15T11:31:27.247800375Z,2024-03-15T02:28:13.939435437Z,809781,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),122511,3948
,,2,files_output_num,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),2024-02-14T11:31:27.247800375Z,2024-03-15T11:31:27.247800375Z,2024-03-15T02:39:20.545865761Z,294,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),122511,3948
,,3,files_output_total_size,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),2024-02-14T11:31:27.247800375Z,2024-03-15T11:31:27.247800375Z,2024-03-15T02:39:20.545865761Z,15791558,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),122511,3948
,,4,max_cpus,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),2024-02-14T11:31:27.247800375Z,2024-03-15T11:31:27.247800375Z,2024-03-15T02:28:16.940128679Z,2,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),122511,3948
,,5,max_mem,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),2024-02-14T11:31:27.247800375Z,2024-03-15T11:31:27.247800375Z,2024-03-15T02:28:16.940128679Z,2097152000,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:MERGE_QAI (X0106_Y0102) (3948),122511,3948
