#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#group,false,false,true,true,true,true,false,false,true,true,true
#default,_result,,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,name,pid,tid
,,0,files_input_num,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),2024-01-24T01:49:48.338623929Z,2024-02-23T01:49:48.338623929Z,2024-02-21T20:51:58.369036226Z,8,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),1189102,259
,,1,files_input_total_size,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),2024-01-24T01:49:48.338623929Z,2024-02-23T01:49:48.338623929Z,2024-02-21T20:51:58.369036226Z,99907450,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),1189102,259
,,2,files_output_num,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),2024-01-24T01:49:48.338623929Z,2024-02-23T01:49:48.338623929Z,2024-02-21T20:51:59.804188059Z,4,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),1189102,259
,,3,files_output_total_size,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),2024-01-24T01:49:48.338623929Z,2024-02-23T01:49:48.338623929Z,2024-02-21T20:51:59.804188059Z,52222370,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),1189102,259
,,4,max_cpus,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),2024-01-24T01:49:48.338623929Z,2024-02-23T01:49:48.338623929Z,2024-02-21T20:51:59.368080354Z,6,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),1189102,259
,,5,max_mem,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),2024-01-24T01:49:48.338623929Z,2024-02-23T01:49:48.338623929Z,2024-02-21T20:51:59.368080354Z,38654705664,NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SAMPLE_03) (259),1189102,259
