#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#group,false,false,true,true,true,true,false,false,true,true,true
#default,_result,,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,name,pid,tid
,,0,files_input_num,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),2024-01-24T01:04:37.601033087Z,2024-02-23T01:04:37.601033087Z,2024-02-22T02:14:01.486916459Z,8,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),669571,7
,,1,files_input_total_size,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),2024-01-24T01:04:37.601033087Z,2024-02-23T01:04:37.601033087Z,2024-02-22T02:14:01.486916459Z,11280916557,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),669571,7
,,2,files_output_num,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),2024-01-24T01:04:37.601033087Z,2024-02-23T01:04:37.601033087Z,2024-02-22T02:42:03.488050423Z,8,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),669571,7
,,3,files_output_total_size,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),2024-01-24T01:04:37.601033087Z,2024-02-23T01:04:37.601033087Z,2024-02-22T02:42:03.488050423Z,22021229824,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),669571,7
,,4,max_cpus,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),2024-01-24T01:04:37.601033087Z,2024-02-23T01:04:37.601033087Z,2024-02-22T02:14:02.486291061Z,12,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),669571,7
,,5,max_mem,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),2024-01-24T01:04:37.601033087Z,2024-02-23T01:04:37.601033087Z,2024-02-22T02:14:02.486291061Z,77309411328,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1) (7),669571,7
