#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#group,false,false,true,true,true,true,false,false,true,true,true
#default,_result,,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,name,pid,tid
,,0,files_input_num,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2024-01-24T01:54:09.409839087Z,2024-02-23T01:54:09.409839087Z,2024-02-21T22:20:04.244892729Z,10,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2457212,1206
,,1,files_input_total_size,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2024-01-24T01:54:09.409839087Z,2024-02-23T01:54:09.409839087Z,2024-02-21T22:20:04.244892729Z,58143199,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2457212,1206
,,2,files_output_num,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2024-01-24T01:54:09.409839087Z,2024-02-23T01:54:09.409839087Z,2024-02-21T22:20:19.398539842Z,13,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2457212,1206
,,3,files_output_total_size,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2024-01-24T01:54:09.409839087Z,2024-02-23T01:54:09.409839087Z,2024-02-21T22:20:19.398539842Z,86213,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2457212,1206
,,4,max_cpus,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2024-01-24T01:54:09.409839087Z,2024-02-23T01:54:09.409839087Z,2024-02-21T22:20:05.243848796Z,1,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2457212,1206
,,5,max_mem,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2024-01-24T01:54:09.409839087Z,2024-02-23T01:54:09.409839087Z,2024-02-21T22:20:05.243848796Z,6442450944,NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE_38) (1206),2457212,1206
