#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#group,false,false,true,true,true,true,false,false,true,true,true
#default,_result,,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,name,pid,tid
,,0,files_input_num,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),2024-01-26T11:17:48.65460448Z,2024-02-25T11:17:48.65460448Z,2024-02-24T23:43:19.075986867Z,8,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),516622,587
,,1,files_input_total_size,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),2024-01-26T11:17:48.65460448Z,2024-02-25T11:17:48.65460448Z,2024-02-24T23:43:19.075986867Z,2878441,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),516622,587
,,2,files_output_num,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),2024-01-26T11:17:48.65460448Z,2024-02-25T11:17:48.65460448Z,2024-02-24T23:46:55.904421093Z,15,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),516622,587
,,3,files_output_total_size,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),2024-01-26T11:17:48.65460448Z,2024-02-25T11:17:48.65460448Z,2024-02-24T23:46:55.904421093Z,33262235,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),516622,587
,,4,max_cpus,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),2024-01-26T11:17:48.65460448Z,2024-02-25T11:17:48.65460448Z,2024-02-24T23:43:22.076217512Z,2,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),516622,587
,,5,max_mem,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),2024-01-26T11:17:48.65460448Z,2024-02-25T11:17:48.65460448Z,2024-02-24T23:43:22.076217512Z,12884901888,NFCORE_MAG:MAG:PROKKA (MEGAHIT-MaxBin2-CAPES_S11.031) (587),516622,587
